NUMBER,OUTTLET_ID,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,PEMBELIAN,STOK,RETUR,PACK DISPLAY,SKU,,,,,,,,,,
83,LP032403083,3,24,3,SPV003,TMC024,1107300,153700,101800,68,5,,,,,,,,,,
84,LP032403084,3,24,3,SPV003,TMC024,2269600,205500,59200,64,8,,,,,,,,,,
85,LP032403085,3,24,3,SPV003,TMC024,2668900,245000,77600,85,14,,,,,,,,,,
86,LP032403086,3,24,3,SPV003,TMC024,1803300,173900,62200,25,15,,,,,,,,,,
87,LP032403087,3,24,3,SPV003,TMC024,2946800,130400,48600,73,7,,,,,,,,,,
88,LP032403088,3,24,3,SPV003,TMC024,1746100,262600,42400,46,12,,,,,,,,,,
89,LP032403089,3,24,3,SPV003,TMC024,1867800,176700,63000,40,15,,,,,,,,,,
90,LP032403090,3,24,3,SPV003,TMC024,1774400,268000,61100,33,7,,,,,,,,,,
91,LP032403091,3,24,3,SPV003,TMC024,1714900,298100,48300,49,10,,,,,,,,,,
92,LP032403092,3,24,3,SPV003,TMC024,3014100,251600,106300,57,12,,,,,,,,,,
93,LP032403093,3,24,3,SPV003,TMC024,856000,98400,96000,84,4,,,,,,,,,,
94,LP032403094,3,24,3,SPV003,TMC024,2246400,81300,43800,69,4,,,,,,,,,,
95,LP032403095,3,24,3,SPV003,TMC024,1371100,190200,87000,93,5,,,,,,,,,,
96,LP032403096,3,24,3,SPV003,TMC024,1616900,93000,49300,65,7,,,,,,,,,,
97,LP032403097,3,24,3,SPV003,TMC024,1830700,172900,81500,98,12,,,,,,,,,,
98,LP032403098,3,24,3,SPV003,TMC024,1101900,144200,44200,32,6,,,,,,,,,,
99,LP032403099,3,24,3,SPV003,TMC024,1167000,252600,65000,73,6,,,,,,,,,,
100,LP032403100,3,24,3,SPV003,TMC024,2085600,205000,91900,52,10,,,,,,,,,,
101,LP032403101,3,24,3,SPV003,TMC024,2885500,290500,98700,43,3,,,,,,,,,,
102,LP032403102,3,24,3,SPV003,TMC024,2389500,207900,77300,69,11,,,,,,,,,,
103,LP032403103,3,24,3,SPV003,TMC024,2937100,193400,35800,49,6,,,,,,,,,,
104,LP032403104,3,24,3,SPV003,TMC024,2357400,176600,40700,81,10,,,,,,,,,,
105,LP032403105,3,24,3,SPV003,TMC024,2429100,263700,96300,36,11,,,,,,,,,,
106,LP032403106,3,24,3,SPV003,TMC024,1488400,269200,65900,28,5,,,,,,,,,,
107,LP032404107,3,24,4,SPV003,TMC024,2209300,258900,76900,67,13,,,,,,,,,,
108,LP032404108,3,24,4,SPV003,TMC024,2135600,275600,88000,60,3,,,,,,,,,,
109,LP032404109,3,24,4,SPV003,TMC024,1926900,120500,32700,26,8,,,,,,,,,,
110,LP032404110,3,24,4,SPV003,TMC024,3011200,140800,35500,41,14,,,,,,,,,,
111,LP032404111,3,24,4,SPV003,TMC024,2147700,283400,100000,42,13,,,,,,,,,,
112,LP032404112,3,24,4,SPV003,TMC024,1119700,112300,42000,89,5,,,,,,,,,,
113,LP032404113,3,24,4,SPV003,TMC024,903000,305800,32800,25,3,,,,,,,,,,
114,LP032404114,3,24,4,SPV003,TMC024,2428300,279100,82500,56,5,,,,,,,,,,
115,LP032404115,3,24,4,SPV003,TMC024,2016100,271300,45100,47,14,,,,,,,,,,
116,LP032404116,3,24,4,SPV003,TMC024,2150200,154200,33300,35,10,,,,,,,,,,
117,LP032404117,3,24,4,SPV003,TMC024,2342400,255000,50300,62,12,,,,,,,,,,
118,LP032404118,3,24,4,SPV003,TMC024,1207800,126400,76100,33,4,,,,,,,,,,
119,LP032404119,3,24,4,SPV003,TMC024,2448700,301800,52800,46,9,,,,,,,,,,
120,LP032404120,3,24,4,SPV003,TMC024,2527700,230800,55500,35,3,,,,,,,,,,
121,LP032404121,3,24,4,SPV003,TMC024,2138900,224000,73100,60,3,,,,,,,,,,
122,LP032404122,3,24,4,SPV003,TMC024,1222300,288800,69600,96,4,,,,,,,,,,
123,LP032404123,3,24,4,SPV003,TMC024,2608700,270400,97000,79,4,,,,,,,,,,
124,LP032404124,3,24,4,SPV003,TMC024,2014900,96600,42500,30,11,,,,,,,,,,
125,LP032404125,3,24,4,SPV003,TMC024,1180400,286400,36300,38,9,,,,,,,,,,
126,LP032404126,3,24,4,SPV003,TMC024,1533900,166500,69000,74,12,,,,,,,,,,
127,LP032404127,3,24,4,SPV003,TMC024,2741100,234900,54200,69,8,,,,,,,,,,
128,LP032404128,3,24,4,SPV003,TMC024,1205200,269600,46600,86,6,,,,,,,,,,
129,LP032404129,3,24,4,SPV003,TMC024,1303800,297200,71100,56,12,,,,,,,,,,
130,LP032404130,3,24,4,SPV003,TMC024,1578900,114500,44300,73,13,,,,,,,,,,
131,LP032404131,3,24,4,SPV003,TMC024,1595600,302900,70200,57,5,,,,,,,,,,
132,LP032404132,3,24,4,SPV003,TMC024,1601900,191500,28600,96,9,,,,,,,,,,
133,LP032404133,3,24,4,SPV003,TMC024,1738700,280900,93500,75,7,,,,,,,,,,
134,LP032404134,3,24,4,SPV003,TMC024,2473700,230100,33400,79,15,,,,,,,,,,
135,LP032404135,3,24,4,SPV003,TMC024,2705200,221600,105400,37,9,,,,,,,,,,
136,LP032404136,3,24,4,SPV003,TMC024,1112200,98800,58100,62,11,,,,,,,,,,
137,LP032404137,3,24,4,SPV003,TMC024,2106700,184500,99700,34,13,,,,,,,,,,
138,LP032404138,3,24,4,SPV003,TMC024,2924500,115300,61100,72,15,,,,,,,,,,
139,LP032404139,3,24,4,SPV003,TMC024,1220700,124300,98300,50,4,,,,,,,,,,
140,LP032404140,3,24,4,SPV003,TMC024,1254400,113000,43200,64,8,,,,,,,,,,
141,LP032404141,3,24,4,SPV003,TMC024,2643200,213900,90200,84,5,,,,,,,,,,
142,LP032405142,3,24,5,SPV003,TMC024,1584700,290300,68300,71,3,,,,,,,,,,
143,LP032405143,3,24,5,SPV003,TMC024,2042900,108200,47600,99,3,,,,,,,,,,
144,LP032405144,3,24,5,SPV003,TMC024,1022600,213400,72900,34,12,,,,,,,,,,
145,LP032405145,3,24,5,SPV003,TMC024,2136200,101500,80400,79,14,,,,,,,,,,
146,LP032405146,3,24,5,SPV003,TMC024,967900,149700,84600,62,6,,,,,,,,,,
147,LP032405147,3,24,5,SPV003,TMC024,2393000,111500,106400,33,5,,,,,,,,,,
148,LP032405148,3,24,5,SPV003,TMC024,1898400,170300,93900,44,8,,,,,,,,,,
149,LP032405149,3,24,5,SPV003,TMC024,1201000,135500,90900,47,3,,,,,,,,,,
150,LP032405150,3,24,5,SPV003,TMC024,1961100,243500,87100,86,8,,,,,,,,,,
151,LP032405151,3,24,5,SPV003,TMC024,1704800,241400,99000,89,6,,,,,,,,,,
152,LP032405152,3,24,5,SPV003,TMC024,2992300,258700,34500,56,7,,,,,,,,,,
153,LP032405153,3,24,5,SPV003,TMC024,2388800,229100,51100,32,11,,,,,,,,,,
154,LP032405154,3,24,5,SPV003,TMC024,962600,136900,90500,50,3,,,,,,,,,,
155,LP032405155,3,24,5,SPV003,TMC024,2067500,230800,39700,73,13,,,,,,,,,,
156,LP032405156,3,24,5,SPV003,TMC024,1919300,288900,57400,85,11,,,,,,,,,,
157,LP032405157,3,24,5,SPV003,TMC024,975400,219600,39500,85,15,,,,,,,,,,
158,LP032405158,3,24,5,SPV003,TMC024,2360000,110200,51000,54,4,,,,,,,,,,
159,LP032405159,3,24,5,SPV003,TMC024,2349100,218800,53700,82,3,,,,,,,,,,
160,LP032405160,3,24,5,SPV003,TMC024,2713400,251200,94900,33,3,,,,,,,,,,
161,LP032405161,3,24,5,SPV003,TMC024,1120900,291000,67900,78,15,,,,,,,,,,
162,LP032405162,3,24,5,SPV003,TMC024,1260400,121800,96700,30,13,,,,,,,,,,
163,LP032405163,3,24,5,SPV003,TMC024,994200,177900,96300,41,4,,,,,,,,,,
164,LP032405164,3,24,5,SPV003,TMC024,1490000,300900,31400,67,6,,,,,,,,,,
165,LP032405165,3,24,5,SPV003,TMC024,904500,85600,35600,64,15,,,,,,,,,,
166,LP032405166,3,24,5,SPV003,TMC024,1355200,85800,30400,47,3,,,,,,,,,,
167,LP032405167,3,24,5,SPV003,TMC024,1748700,142500,59300,83,14,,,,,,,,,,
168,LP032405168,3,24,5,SPV003,TMC024,1440100,271800,97000,41,14,,,,,,,,,,
169,LP032405169,3,24,5,SPV003,TMC024,994900,158000,71300,69,14,,,,,,,,,,
170,LP032405170,3,24,5,SPV003,TMC024,1915900,109300,49800,97,6,,,,,,,,,,
171,LP032405171,3,24,5,SPV003,TMC024,1337600,151800,102100,61,14,,,,,,,,,,
172,LP032405172,3,24,5,SPV003,TMC024,2288500,272800,53900,81,15,,,,,,,,,,
173,LP032405173,3,24,5,SPV003,TMC024,1261100,298400,68400,51,7,,,,,,,,,,
174,LP032405174,3,24,5,SPV003,TMC024,1726600,196700,76100,28,15,,,,,,,,,,
175,LP032405175,3,24,5,SPV003,TMC024,1125500,87500,39100,75,4,,,,,,,,,,
176,LP032406176,3,24,6,SPV003,TMC024,1753100,269000,60900,59,6,,,,,,,,,,
177,LP032406177,3,24,6,SPV003,TMC024,2795100,238500,37700,54,10,,,,,,,,,,
178,LP032406178,3,24,6,SPV003,TMC024,1938600,283300,64600,70,12,,,,,,,,,,
179,LP032406179,3,24,6,SPV003,TMC024,2722400,86600,34700,35,10,,,,,,,,,,
180,LP032406180,3,24,6,SPV003,TMC024,1797100,191900,47300,51,5,,,,,,,,,,
181,LP032406181,3,24,6,SPV003,TMC024,1788000,266400,33400,42,7,,,,,,,,,,
182,LP032406182,3,24,6,SPV003,TMC024,2730300,169200,86100,67,9,,,,,,,,,,
183,LP032406183,3,24,6,SPV003,TMC024,817200,295900,57100,54,15,,,,,,,,,,
184,LP032406184,3,24,6,SPV003,TMC024,1089800,198300,85100,71,14,,,,,,,,,,
185,LP032406185,3,24,6,SPV003,TMC024,2408100,210700,86000,37,11,,,,,,,,,,
186,LP032406186,3,24,6,SPV003,TMC024,2631400,240200,59000,35,14,,,,,,,,,,
187,LP032406187,3,24,6,SPV003,TMC024,936600,214000,42700,56,12,,,,,,,,,,
188,LP032406188,3,24,6,SPV003,TMC024,2882900,263700,37700,89,14,,,,,,,,,,
189,LP032406189,3,24,6,SPV003,TMC024,2256200,182400,72200,77,8,,,,,,,,,,
190,LP032406190,3,24,6,SPV003,TMC024,1027500,94600,43800,29,6,,,,,,,,,,
191,LP032501191,3,25,1,SPV003,TMC025,1529900,139500,75000,95,13,,,,,,,,,,
1,LP032501001,3,25,1,SPV003,TMC025,2557000,241900,65300,48,3,,,,,,,,,,
2,LP032501002,3,25,1,SPV003,TMC025,2743100,185100,90300,45,12,,,,,,,,,,
3,LP032501003,3,25,1,SPV003,TMC025,1502600,291400,101400,31,12,,,,,,,,,,
4,LP032501004,3,25,1,SPV003,TMC025,1039800,256700,78600,86,3,,,,,,,,,,
5,LP032501005,3,25,1,SPV003,TMC025,2290500,203100,57400,71,6,,,,,,,,,,
6,LP032501006,3,25,1,SPV003,TMC025,2648300,225300,43700,100,5,,,,,,,,,,
7,LP032501007,3,25,1,SPV003,TMC025,2744400,230900,101400,56,14,,,,,,,,,,
8,LP032501008,3,25,1,SPV003,TMC025,1742900,139000,37400,33,15,,,,,,,,,,
9,LP032501009,3,25,1,SPV003,TMC025,2893300,184900,95000,85,9,,,,,,,,,,
10,LP032501010,3,25,1,SPV003,TMC025,1120600,242800,64600,99,9,,,,,,,,,,
11,LP032501011,3,25,1,SPV003,TMC025,2292500,251500,102600,100,13,,,,,,,,,,
12,LP032501012,3,25,1,SPV003,TMC025,2358600,247300,97700,74,6,,,,,,,,,,
13,LP032501013,3,25,1,SPV003,TMC025,2851600,143300,103200,44,7,,,,,,,,,,
14,LP032501014,3,25,1,SPV003,TMC025,2688400,90200,33200,45,11,,,,,,,,,,
15,LP032501015,3,25,1,SPV003,TMC025,873200,184100,29800,33,9,,,,,,,,,,
16,LP032501016,3,25,1,SPV003,TMC025,1889200,233700,39300,74,12,,,,,,,,,,
17,LP032501017,3,25,1,SPV003,TMC025,2847900,276300,33300,43,11,,,,,,,,,,
18,LP032501018,3,25,1,SPV003,TMC025,1102900,271800,77000,83,8,,,,,,,,,,
19,LP032501019,3,25,1,SPV003,TMC025,2298900,162000,38100,69,4,,,,,,,,,,
20,LP032501020,3,25,1,SPV003,TMC025,1921600,191100,102500,71,3,,,,,,,,,,
21,LP032501021,3,25,1,SPV003,TMC025,824600,232000,97100,39,13,,,,,,,,,,
22,LP032501022,3,25,1,SPV003,TMC025,1613400,274500,45400,84,10,,,,,,,,,,
23,LP032501023,3,25,1,SPV003,TMC025,2372300,149700,71200,84,3,,,,,,,,,,
24,LP032501024,3,25,1,SPV003,TMC025,1347600,79500,34000,98,11,,,,,,,,,,
25,LP032501025,3,25,1,SPV003,TMC025,2618700,236000,92500,79,12,,,,,,,,,,
26,LP032501026,3,25,1,SPV003,TMC025,1916900,159600,45100,60,15,,,,,,,,,,
27,LP032501027,3,25,1,SPV003,TMC025,1498600,235500,41100,66,11,,,,,,,,,,
28,LP032501028,3,25,1,SPV003,TMC025,2976600,271200,74500,30,3,,,,,,,,,,
29,LP032501029,3,25,1,SPV003,TMC025,1378200,184500,32800,53,14,,,,,,,,,,
30,LP032501030,3,25,1,SPV003,TMC025,1464600,188300,34300,60,3,,,,,,,,,,
31,LP032501031,3,25,1,SPV003,TMC025,2409000,95300,64000,64,9,,,,,,,,,,
32,LP032501032,3,25,1,SPV003,TMC025,895100,114700,101200,77,5,,,,,,,,,,
33,LP032501033,3,25,1,SPV003,TMC025,1496900,298900,60300,77,9,,,,,,,,,,
34,LP032501034,3,25,1,SPV003,TMC025,3027500,125600,60800,87,3,,,,,,,,,,
35,LP032502035,3,25,2,SPV003,TMC025,2549000,189600,73200,58,10,,,,,,,,,,
36,LP032502036,3,25,2,SPV003,TMC025,1869800,88800,102400,37,13,,,,,,,,,,
37,LP032502037,3,25,2,SPV003,TMC025,1703400,268200,41500,93,10,,,,,,,,,,
38,LP032502038,3,25,2,SPV003,TMC025,2766400,199500,46100,77,9,,,,,,,,,,
39,LP032502039,3,25,2,SPV003,TMC025,2432700,213900,53300,25,10,,,,,,,,,,
40,LP032502040,3,25,2,SPV003,TMC025,1944600,282600,103100,98,10,,,,,,,,,,
41,LP032502041,3,25,2,SPV003,TMC025,2619700,224000,87600,77,12,,,,,,,,,,
42,LP032502042,3,25,2,SPV003,TMC025,2132900,219400,76400,82,14,,,,,,,,,,
43,LP032502043,3,25,2,SPV003,TMC025,2851100,154200,102100,52,5,,,,,,,,,,
44,LP032502044,3,25,2,SPV003,TMC025,1708500,200300,35300,49,9,,,,,,,,,,
45,LP032502045,3,25,2,SPV003,TMC025,1988600,120900,98500,92,13,,,,,,,,,,
46,LP032502046,3,25,2,SPV003,TMC025,2782100,248500,56300,36,11,,,,,,,,,,
47,LP032502047,3,25,2,SPV003,TMC025,2291300,257400,40500,58,7,,,,,,,,,,
48,LP032502048,3,25,2,SPV003,TMC025,1054300,99000,58900,35,8,,,,,,,,,,
49,LP032502049,3,25,2,SPV003,TMC025,2301000,132000,91500,83,10,,,,,,,,,,
50,LP032502050,3,25,2,SPV003,TMC025,1238100,175000,39500,38,7,,,,,,,,,,
51,LP032502051,3,25,2,SPV003,TMC025,2405100,254900,94500,79,7,,,,,,,,,,
52,LP032502052,3,25,2,SPV003,TMC025,1213700,142000,36800,34,3,,,,,,,,,,
53,LP032502053,3,25,2,SPV003,TMC025,988500,295100,86200,28,6,,,,,,,,,,
54,LP032502054,3,25,2,SPV003,TMC025,1481100,192200,97000,74,6,,,,,,,,,,
55,LP032502055,3,25,2,SPV003,TMC025,924600,176500,91100,100,11,,,,,,,,,,
56,LP032502056,3,25,2,SPV003,TMC025,2430400,300500,31800,67,4,,,,,,,,,,
57,LP032502057,3,25,2,SPV003,TMC025,2858300,88200,106300,75,8,,,,,,,,,,
58,LP032502058,3,25,2,SPV003,TMC025,1303400,217300,73300,70,3,,,,,,,,,,
59,LP032502059,3,25,2,SPV003,TMC025,1091000,252400,49900,59,14,,,,,,,,,,
60,LP032502060,3,25,2,SPV003,TMC025,1405300,271000,47300,72,12,,,,,,,,,,
61,LP032502061,3,25,2,SPV003,TMC025,899700,180700,55800,75,9,,,,,,,,,,
62,LP032502062,3,25,2,SPV003,TMC025,2127900,80100,48700,34,8,,,,,,,,,,
63,LP032502063,3,25,2,SPV003,TMC025,3024700,292700,35900,74,3,,,,,,,,,,
64,LP032502064,3,25,2,SPV003,TMC025,2557600,134100,63300,82,3,,,,,,,,,,
65,LP032502065,3,25,2,SPV003,TMC025,798200,175200,83500,94,8,,,,,,,,,,
66,LP032502066,3,25,2,SPV003,TMC025,1373700,212500,69200,43,8,,,,,,,,,,
67,LP032502067,3,25,2,SPV003,TMC025,1209000,121500,62600,70,11,,,,,,,,,,
68,LP032502068,3,25,2,SPV003,TMC025,2881300,252900,64700,42,14,,,,,,,,,,
69,LP032502069,3,25,2,SPV003,TMC025,1263600,112200,90700,31,7,,,,,,,,,,
70,LP032503070,3,25,3,SPV003,TMC025,2581300,184600,64600,32,12,,,,,,,,,,
71,LP032503071,3,25,3,SPV003,TMC025,2316300,220600,84900,38,12,,,,,,,,,,
72,LP032503072,3,25,3,SPV003,TMC025,2429300,131900,43300,26,7,,,,,,,,,,
73,LP032503073,3,25,3,SPV003,TMC025,2137700,175600,94400,31,14,,,,,,,,,,
74,LP032503074,3,25,3,SPV003,TMC025,784900,285800,87500,52,3,,,,,,,,,,
75,LP032503075,3,25,3,SPV003,TMC025,2857900,279000,65700,65,5,,,,,,,,,,
76,LP032503076,3,25,3,SPV003,TMC025,1577000,211300,60100,30,15,,,,,,,,,,
77,LP032503077,3,25,3,SPV003,TMC025,1979100,93500,56000,49,14,,,,,,,,,,
78,LP032503078,3,25,3,SPV003,TMC025,1220000,154100,28800,96,8,,,,,,,,,,
79,LP032503079,3,25,3,SPV003,TMC025,1811900,243800,56300,25,14,,,,,,,,,,
80,LP032503080,3,25,3,SPV003,TMC025,944700,300300,51000,58,13,,,,,,,,,,
81,LP032503081,3,25,3,SPV003,TMC025,2592600,102700,74000,68,13,,,,,,,,,,
82,LP032503082,3,25,3,SPV003,TMC025,1439200,206900,47800,75,8,,,,,,,,,,
83,LP032503083,3,25,3,SPV003,TMC025,1826500,260100,96600,26,15,,,,,,,,,,
84,LP032503084,3,25,3,SPV003,TMC025,2718300,137900,36800,31,11,,,,,,,,,,
85,LP032503085,3,25,3,SPV003,TMC025,1407600,234600,48800,85,13,,,,,,,,,,
86,LP032503086,3,25,3,SPV003,TMC025,2338800,220200,73700,48,13,,,,,,,,,,
87,LP032503087,3,25,3,SPV003,TMC025,2548000,158900,42100,55,8,,,,,,,,,,
88,LP032503088,3,25,3,SPV003,TMC025,1419200,261000,37700,32,5,,,,,,,,,,
89,LP032503089,3,25,3,SPV003,TMC025,1303600,276100,57400,54,14,,,,,,,,,,
90,LP032503090,3,25,3,SPV003,TMC025,2549200,211900,74300,53,14,,,,,,,,,,
91,LP032503091,3,25,3,SPV003,TMC025,1723700,159800,53900,80,8,,,,,,,,,,
92,LP032503092,3,25,3,SPV003,TMC025,836900,273000,100800,81,6,,,,,,,,,,
93,LP032503093,3,25,3,SPV003,TMC025,2678100,170400,42600,37,4,,,,,,,,,,
94,LP032503094,3,25,3,SPV003,TMC025,1470900,115000,29200,82,7,,,,,,,,,,
95,LP032503095,3,25,3,SPV003,TMC025,2540800,159600,81100,89,12,,,,,,,,,,
96,LP032503096,3,25,3,SPV003,TMC025,2141800,103700,90500,90,10,,,,,,,,,,
97,LP032503097,3,25,3,SPV003,TMC025,2064900,250800,33000,73,13,,,,,,,,,,
98,LP032503098,3,25,3,SPV003,TMC025,2086600,141400,42500,86,5,,,,,,,,,,
99,LP032503099,3,25,3,SPV003,TMC025,1606800,287600,53200,100,14,,,,,,,,,,
100,LP032503100,3,25,3,SPV003,TMC025,1109900,188600,87900,61,12,,,,,,,,,,
101,LP032503101,3,25,3,SPV003,TMC025,2515400,89400,78700,41,8,,,,,,,,,,
102,LP032503102,3,25,3,SPV003,TMC025,2158700,82000,43100,35,6,,,,,,,,,,
103,LP032503103,3,25,3,SPV003,TMC025,2530000,130500,53900,61,10,,,,,,,,,,
104,LP032503104,3,25,3,SPV003,TMC025,1785200,119800,34900,33,14,,,,,,,,,,
105,LP032504105,3,25,4,SPV003,TMC025,1889300,271700,41600,60,14,,,,,,,,,,
106,LP032504106,3,25,4,SPV003,TMC025,2934800,216500,37600,40,13,,,,,,,,,,
107,LP032504107,3,25,4,SPV003,TMC025,1083100,249800,102200,41,3,,,,,,,,,,
108,LP032504108,3,25,4,SPV003,TMC025,1118200,223900,101200,79,15,,,,,,,,,,
109,LP032504109,3,25,4,SPV003,TMC025,1398500,114300,55400,36,6,,,,,,,,,,
110,LP032504110,3,25,4,SPV003,TMC025,1598600,243600,63500,80,5,,,,,,,,,,
111,LP032504111,3,25,4,SPV003,TMC025,2410000,160800,52400,29,4,,,,,,,,,,
112,LP032504112,3,25,4,SPV003,TMC025,2423800,226600,81000,63,3,,,,,,,,,,
113,LP032504113,3,25,4,SPV003,TMC025,2491600,236600,62100,68,13,,,,,,,,,,
114,LP032504114,3,25,4,SPV003,TMC025,2179000,113200,99800,83,8,,,,,,,,,,
115,LP032504115,3,25,4,SPV003,TMC025,2319700,157600,55200,41,12,,,,,,,,,,
116,LP032504116,3,25,4,SPV003,TMC025,1820600,251900,99600,59,6,,,,,,,,,,
117,LP032504117,3,25,4,SPV003,TMC025,2198200,115300,42500,34,6,,,,,,,,,,
118,LP032504118,3,25,4,SPV003,TMC025,1790400,120600,76200,54,4,,,,,,,,,,
119,LP032504119,3,25,4,SPV003,TMC025,1420200,146800,44800,83,4,,,,,,,,,,
120,LP032504120,3,25,4,SPV003,TMC025,2441500,112200,45500,53,3,,,,,,,,,,
121,LP032504121,3,25,4,SPV003,TMC025,1000700,209600,37300,91,13,,,,,,,,,,
122,LP032504122,3,25,4,SPV003,TMC025,1664300,234300,103600,84,9,,,,,,,,,,
123,LP032504123,3,25,4,SPV003,TMC025,2577000,106100,103400,67,4,,,,,,,,,,
124,LP032504124,3,25,4,SPV003,TMC025,2357800,236800,103700,64,8,,,,,,,,,,
125,LP032504125,3,25,4,SPV003,TMC025,1886600,109300,105100,96,5,,,,,,,,,,
126,LP032504126,3,25,4,SPV003,TMC025,834100,187400,107100,78,14,,,,,,,,,,
127,LP032504127,3,25,4,SPV003,TMC025,2414600,152200,57400,69,7,,,,,,,,,,
128,LP032504128,3,25,4,SPV003,TMC025,2608300,302100,55200,34,9,,,,,,,,,,
129,LP032504129,3,25,4,SPV003,TMC025,2401900,210500,69500,81,15,,,,,,,,,,
130,LP032504130,3,25,4,SPV003,TMC025,922900,262500,57200,50,12,,,,,,,,,,
131,LP032504131,3,25,4,SPV003,TMC025,785200,228000,54500,92,5,,,,,,,,,,
132,LP032504132,3,25,4,SPV003,TMC025,1251100,274300,61000,60,4,,,,,,,,,,
133,LP032504133,3,25,4,SPV003,TMC025,1584000,242300,71700,55,6,,,,,,,,,,
134,LP032504134,3,25,4,SPV003,TMC025,2857900,125100,78400,36,11,,,,,,,,,,
135,LP032504135,3,25,4,SPV003,TMC025,2421400,110500,50800,40,10,,,,,,,,,,
136,LP032504136,3,25,4,SPV003,TMC025,910600,261900,76100,27,13,,,,,,,,,,
137,LP032504137,3,25,4,SPV003,TMC025,1213400,229600,92800,73,7,,,,,,,,,,
138,LP032504138,3,25,4,SPV003,TMC025,1081900,104000,35200,50,7,,,,,,,,,,
139,LP032505139,3,25,5,SPV003,TMC025,1247900,105500,79400,36,10,,,,,,,,,,
140,LP032505140,3,25,5,SPV003,TMC025,1370600,107900,95200,29,11,,,,,,,,,,
141,LP032505141,3,25,5,SPV003,TMC025,1696000,122600,74600,50,13,,,,,,,,,,
142,LP032505142,3,25,5,SPV003,TMC025,2596500,154700,62900,64,7,,,,,,,,,,
143,LP032505143,3,25,5,SPV003,TMC025,2638900,302000,68300,83,8,,,,,,,,,,
144,LP032505144,3,25,5,SPV003,TMC025,1769000,153300,45700,63,14,,,,,,,,,,
145,LP032505145,3,25,5,SPV003,TMC025,2429900,297700,81700,74,6,,,,,,,,,,
146,LP032505146,3,25,5,SPV003,TMC025,2709700,158900,44500,68,13,,,,,,,,,,
147,LP032505147,3,25,5,SPV003,TMC025,1285800,279000,75100,75,12,,,,,,,,,,
148,LP032505148,3,25,5,SPV003,TMC025,1534100,152700,46300,44,7,,,,,,,,,,
149,LP032505149,3,25,5,SPV003,TMC025,1623900,286200,85600,65,8,,,,,,,,,,
150,LP032505150,3,25,5,SPV003,TMC025,2824400,304300,94100,51,5,,,,,,,,,,
151,LP032505151,3,25,5,SPV003,TMC025,1204200,300100,31900,43,5,,,,,,,,,,
152,LP032505152,3,25,5,SPV003,TMC025,815800,82300,79300,56,13,,,,,,,,,,
153,LP032505153,3,25,5,SPV003,TMC025,2759200,167700,32700,27,11,,,,,,,,,,
154,LP032505154,3,25,5,SPV003,TMC025,1355000,115700,45500,36,9,,,,,,,,,,
155,LP032505155,3,25,5,SPV003,TMC025,1560500,199700,73000,37,12,,,,,,,,,,
156,LP032505156,3,25,5,SPV003,TMC025,1894700,157800,100900,97,15,,,,,,,,,,
157,LP032505157,3,25,5,SPV003,TMC025,2899800,256400,59900,62,9,,,,,,,,,,
158,LP032505158,3,25,5,SPV003,TMC025,1313300,192200,85300,60,8,,,,,,,,,,
159,LP032505159,3,25,5,SPV003,TMC025,1060400,287500,39500,25,15,,,,,,,,,,
160,LP032505160,3,25,5,SPV003,TMC025,1772900,206700,37900,48,14,,,,,,,,,,
161,LP032505161,3,25,5,SPV003,TMC025,2175600,119800,41600,82,13,,,,,,,,,,
162,LP032505162,3,25,5,SPV003,TMC025,2333100,161400,63100,72,3,,,,,,,,,,
163,LP032505163,3,25,5,SPV003,TMC025,916900,292500,80400,70,14,,,,,,,,,,
164,LP032505164,3,25,5,SPV003,TMC025,1452400,186600,42400,69,5,,,,,,,,,,
165,LP032505165,3,25,5,SPV003,TMC025,786700,205300,35300,53,4,,,,,,,,,,
166,LP032505166,3,25,5,SPV003,TMC025,2871100,185500,45700,80,10,,,,,,,,,,
167,LP032505167,3,25,5,SPV003,TMC025,2822000,215700,30700,77,8,,,,,,,,,,
168,LP032505168,3,25,5,SPV003,TMC025,1161000,225200,46400,72,12,,,,,,,,,,
169,LP032505169,3,25,5,SPV003,TMC025,2085100,119300,56600,99,6,,,,,,,,,,
170,LP032505170,3,25,5,SPV003,TMC025,2035400,248300,82100,73,11,,,,,,,,,,
171,LP032505171,3,25,5,SPV003,TMC025,2758900,153400,61500,39,14,,,,,,,,,,
172,LP032505172,3,25,5,SPV003,TMC025,2562500,123500,80500,33,15,,,,,,,,,,
173,LP032505173,3,25,5,SPV003,TMC025,1620300,286700,63000,92,9,,,,,,,,,,
174,LP032506174,3,25,6,SPV003,TMC025,2512300,263500,34400,27,3,,,,,,,,,,
175,LP032506175,3,25,6,SPV003,TMC025,1951700,129800,37300,37,12,,,,,,,,,,
176,LP032506176,3,25,6,SPV003,TMC025,2890400,235200,70700,63,12,,,,,,,,,,
177,LP032506177,3,25,6,SPV003,TMC025,3027300,211100,34300,49,3,,,,,,,,,,
178,LP032506178,3,25,6,SPV003,TMC025,1758300,234100,78800,80,4,,,,,,,,,,
179,LP032506179,3,25,6,SPV003,TMC025,1198400,108600,82500,66,15,,,,,,,,,,
180,LP032506180,3,25,6,SPV003,TMC025,1543700,215700,38300,52,9,,,,,,,,,,
181,LP032506181,3,25,6,SPV003,TMC025,2443400,294200,86600,69,12,,,,,,,,,,
